Date,Time,Source IP Address,Destination IP address,Source Port,Destination Port
Jan 29,02:31:10,24.64.112.81,216.58.112.55,17466,1028
Jan 29,02:32:18,192.168.17.24,192.168.9.51,138,138
Jan 29,02:32:18,192.168.17.24,192.168.10.60,138,138
Jan 29,02:32:18,192.168.17.24,192.168.9.51,138,138
Jan 29,02:32:18,192.168.17.24,192.168.10.60,138,138
Jan 29,02:33:09,82.216.11.148,216.58.112.55,3633,25
Jan 29,02:34:42,99.237.83.20,216.58.112.55,46011,40686
Jan 29,02:34:42,67.174.105.41,216.58.112.55,10794,40686
Jan 29,02:34:42,98.207.166.40,216.58.112.55,61989,40686
Jan 29,02:34:42,71.228.199.109,216.58.112.55,37091,40686
Jan 29,02:34:42,70.189.221.153,216.58.112.55,39280,40686
Jan 29,02:34:56,92.46.11.100,216.58.112.55,17881,25
Jan 29,02:35:18,192.168.17.24,192.168.9.51,138,138
Jan 29,02:35:18,192.168.17.24,192.168.10.60,138,138
Jan 29,02:35:18,192.168.17.24,192.168.9.51,138,138
Jan 29,02:35:18,192.168.17.24,192.168.10.60,138,138
Jan 29,02:35:34,86.110.25.142,216.58.112.55,3053,25
Jan 29,02:38:36,192.168.17.24,192.168.9.51,138,138
Jan 29,02:38:36,192.168.17.24,192.168.10.60,138,138
Jan 29,02:38:36,192.168.17.24,192.168.9.51,138,138
Jan 29,02:38:36,192.168.17.24,192.168.10.60,138,138
Jan 29,02:39:13,165.70.127.155,216.58.112.55,31105,1026
Jan 29,02:40:18,67.15.135.138,216.58.112.55,80,59435
Jan 29,02:40:18,67.15.135.138,216.58.112.55,80,59435
Jan 29,02:40:41,67.15.135.138,216.58.112.55,80,59435
Jan 29,02:40:53,67.15.135.138,216.58.112.55,80,59435
Jan 29,02:41:34,192.168.17.24,192.168.9.51,138,138
Jan 29,02:41:34,192.168.17.24,192.168.10.60,138,138
Jan 29,02:41:34,192.168.17.24,192.168.9.51,138,138
Jan 29,02:41:34,192.168.17.24,192.168.10.60,138,138
Jan 29,02:44:30,192.168.17.24,192.168.9.51,138,138
Jan 29,02:44:30,192.168.17.24,192.168.10.60,138,138
Jan 29,02:44:30,192.168.17.24,192.168.9.51,138,138
Jan 29,02:44:30,192.168.17.24,192.168.10.60,138,138
Jan 29,02:44:57,60.48.66.248,216.58.112.55,1350,25
Jan 29,02:45:04,67.174.105.41,216.58.112.55,4358,40686
Jan 29,02:45:05,208.76.80.86,216.58.112.55,55672,113
Jan 29,02:45:05,74.161.10.148,216.58.112.55,10306,40686
Jan 29,02:45:05,122.24.143.91,216.58.112.55,1098,40686
Jan 29,02:45:06,98.207.166.40,216.58.112.55,60001,40686
Jan 29,02:45:07,67.174.105.41,216.58.112.55,4358,40686
Jan 29,02:45:16,192.168.17.11,10.97.14.25,123,123
Jan 29,02:45:25,75.117.31.43,216.58.112.55,61089,40686
Jan 29,02:46:08,69.31.42.66,216.58.112.55,52307,113
Jan 29,02:46:39,86.60.106.79,216.58.112.55,56719,25
Jan 29,02:47:02,211.108.155.43,216.58.112.55,38288,25
Jan 29,02:47:12,211.108.155.43,216.58.112.55,38382,25
Jan 29,02:47:31,192.168.17.24,192.168.9.51,138,138
Jan 29,02:47:31,192.168.17.24,192.168.10.60,138,138
Jan 29,02:47:31,192.168.17.24,192.168.9.51,138,138
Jan 29,02:47:31,192.168.17.24,192.168.10.60,138,138
Jan 29,02:47:39,89.151.157.84,216.58.112.55,54527,25
Jan 29,02:48:29,72.76.18.116,216.58.112.55,2773,25
Jan 29,02:49:07,216.215.20.139,216.58.112.55,1091,135
Jan 29,02:49:32,61.132.223.14,216.58.112.55,2885,1434
Jan 29,02:50:13,89.24.99.57,216.58.112.55,57809,25
Jan 29,02:50:40,192.168.17.24,192.168.9.51,138,138
Jan 29,02:50:40,192.168.17.24,192.168.10.60,138,138
Jan 29,02:50:40,192.168.17.24,192.168.9.51,138,138
Jan 29,02:50:40,192.168.17.24,192.168.10.60,138,138
Jan 29,02:51:52,201.64.110.195,216.58.112.55,31105,1026
Jan 29,02:53:11,92.112.63.8,216.58.112.55,51273,25
Jan 29,02:53:44,192.168.17.24,192.168.9.51,138,138
Jan 29,02:53:44,192.168.17.24,192.168.10.60,138,138
Jan 29,02:53:44,192.168.17.24,192.168.9.51,138,138
Jan 29,02:53:44,192.168.17.24,192.168.10.60,138,138
Jan 29,02:55:11,74.161.10.148,216.58.112.55,10306,40686
Jan 29,02:56:41,84.204.158.238,216.58.112.55,56827,25
Jan 29,02:56:43,192.168.17.24,192.168.9.51,138,138
Jan 29,02:56:43,192.168.17.24,192.168.10.60,138,138
Jan 29,02:56:43,192.168.17.24,192.168.9.51,138,138
Jan 29,02:56:43,192.168.17.24,192.168.10.60,138,138
Jan 29,02:59:05,76.26.35.233,216.58.112.55,6346,40686
Jan 29,02:59:39,192.168.17.24,192.168.9.51,138,138
Jan 29,02:59:39,192.168.17.24,192.168.10.60,138,138
Jan 29,02:59:39,192.168.17.24,192.168.9.51,138,138
Jan 29,02:59:39,192.168.17.24,192.168.10.60,138,138
Jan 29,03:00:53,24.64.33.225,216.58.112.55,31191,1026
Jan 29,03:00:53,24.64.33.225,216.58.112.55,31191,1027
Jan 29,03:00:53,24.64.33.225,216.58.112.55,31191,1028
Jan 29,03:00:56,56.227.152.148,216.58.112.55,31105,1026
Jan 29,03:01:17,68.81.84.44,216.58.112.55,63422,40686
Jan 29,03:01:33,62.101.126.230,216.58.112.55,52036,25
Jan 29,03:01:34,62.101.126.230,216.58.112.55,52056,25
Jan 29,03:02:24,192.168.17.11,10.97.14.25,123,123
Jan 29,03:02:40,192.168.17.24,192.168.9.51,138,138
Jan 29,03:02:40,192.168.17.24,192.168.10.60,138,138
Jan 29,03:02:40,192.168.17.24,192.168.9.51,138,138
Jan 29,03:02:40,192.168.17.24,192.168.10.60,138,138
Jan 29,03:04:35,24.64.45.56,216.58.112.55,14794,1026
Jan 29,03:04:35,24.64.45.56,216.58.112.55,14794,1027
Jan 29,03:04:35,24.64.45.56,216.58.112.55,14794,1028
Jan 29,03:04:42,74.133.109.145,216.58.112.55,31706,40686
Jan 29,03:04:42,24.166.109.127,216.58.112.55,39765,40686
Jan 29,03:05:29,62.10.181.66,216.58.112.55,4211,25
Jan 29,03:05:58,192.168.17.24,192.168.9.51,138,138
Jan 29,03:05:58,192.168.17.24,192.168.10.60,138,138
Jan 29,03:05:58,192.168.17.24,192.168.9.51,138,138
Jan 29,03:05:58,192.168.17.24,192.168.10.60,138,138
Jan 29,03:08:27,24.64.145.44,216.58.112.55,7864,1026
Jan 29,03:08:27,24.64.145.44,216.58.112.55,7864,1027
Jan 29,03:08:27,24.64.145.44,216.58.112.55,7864,1028
Jan 29,03:08:57,192.168.17.24,192.168.9.51,138,138
Jan 29,03:08:57,192.168.17.24,192.168.10.60,138,138
Jan 29,03:08:57,192.168.17.24,192.168.9.51,138,138
Jan 29,03:08:57,192.168.17.24,192.168.10.60,138,138
Jan 29,03:09:43,213.150.83.114,216.58.112.55,3485,25
Jan 29,03:09:56,24.64.155.188,216.58.112.55,11027,1026
Jan 29,03:09:56,24.64.155.188,216.58.112.55,11027,1027
Jan 29,03:09:56,24.64.155.188,216.58.112.55,11027,1028
Jan 29,03:11:38,86.133.109.140,216.58.112.55,2016,25
Jan 29,03:11:53,192.168.17.24,192.168.9.51,138,138
Jan 29,03:11:53,192.168.17.24,192.168.10.60,138,138
Jan 29,03:11:53,192.168.17.24,192.168.9.51,138,138
Jan 29,03:11:53,192.168.17.24,192.168.10.60,138,138
Jan 29,03:14:22,24.64.117.205,216.58.112.55,23732,1026
Jan 29,03:14:22,24.64.117.205,216.58.112.55,23732,1027
Jan 29,03:14:22,24.64.117.205,216.58.112.55,23732,1028
Jan 29,03:14:42,60.161.216.224,216.58.112.55,1185,1434
Jan 29,03:14:54,192.168.17.24,192.168.9.51,138,138
Jan 29,03:14:54,192.168.17.24,192.168.10.60,138,138
Jan 29,03:14:54,192.168.17.24,192.168.9.51,138,138
Jan 29,03:14:54,192.168.17.24,192.168.10.60,138,138
Jan 29,03:15:06,24.165.92.109,216.58.112.55,3515,40686
Jan 29,03:15:07,79.64.233.230,216.58.112.55,2073,40686
Jan 29,03:15:09,24.165.92.109,216.58.112.55,3515,40686
Jan 29,03:15:22,79.64.233.230,216.58.112.55,2074,40686
Jan 29,03:15:57,203.173.191.14,216.58.112.55,4644,40686
Jan 29,03:16:03,203.173.191.14,216.58.112.55,4645,40686
Jan 29,03:16:47,61.7.42.45,216.58.112.55,65469,25
Jan 29,03:17:23,192.168.17.113,207.68.178.56,2617,80
Jan 29,03:17:25,192.168.17.113,207.68.178.56,2617,80
Jan 29,03:17:30,192.168.17.113,207.68.178.56,2617,80
Jan 29,03:17:40,192.168.17.113,207.68.178.56,2617,80
Jan 29,03:18:00,192.168.17.113,207.68.178.56,2617,80
Jan 29,03:18:12,192.168.17.24,192.168.9.51,138,138
Jan 29,03:18:12,192.168.17.24,192.168.10.60,138,138
Jan 29,03:18:12,192.168.17.24,192.168.9.51,138,138
Jan 29,03:18:12,192.168.17.24,192.168.10.60,138,138
Jan 29,03:18:40,192.168.17.113,207.68.178.56,2617,80
Jan 29,03:19:31,192.168.17.11,10.97.14.25,123,123
Jan 29,03:21:09,192.168.17.24,192.168.9.51,138,138
Jan 29,03:21:09,192.168.17.24,192.168.10.60,138,138
Jan 29,03:21:09,192.168.17.24,192.168.9.51,138,138
Jan 29,03:21:09,192.168.17.24,192.168.10.60,138,138
Jan 29,03:21:25,24.64.104.85,216.58.112.55,10197,1026
Jan 29,03:21:25,24.64.104.85,216.58.112.55,10197,1027
Jan 29,03:21:25,24.64.104.85,216.58.112.55,10197,1028
Jan 29,03:21:34,20.63.253.254,216.58.112.55,31105,1026
Jan 29,03:22:22,202.97.238.199,216.58.112.55,46560,1026
Jan 29,03:22:26,207.68.178.56,216.58.112.55,80,2646
Jan 29,03:24:08,192.168.17.24,192.168.9.51,138,138
Jan 29,03:24:08,192.168.17.24,192.168.10.60,138,138
Jan 29,03:24:08,192.168.17.24,192.168.9.51,138,138
Jan 29,03:24:08,192.168.17.24,192.168.10.60,138,138
Jan 29,03:26:44,68.189.54.191,216.58.112.55,55014,25
Jan 29,03:27:08,192.168.17.24,192.168.9.51,138,138
Jan 29,03:27:08,192.168.17.24,192.168.10.60,138,138
Jan 29,03:27:08,192.168.17.24,192.168.9.51,138,138
Jan 29,03:27:08,192.168.17.24,192.168.10.60,138,138
Jan 29,03:29:32,208.17.81.161,216.58.112.55,48401,25
Jan 29,03:30:20,192.168.17.24,192.168.9.51,138,138
Jan 29,03:30:20,192.168.17.24,192.168.10.60,138,138
Jan 29,03:30:20,192.168.17.24,192.168.9.51,138,138
Jan 29,03:30:20,192.168.17.24,192.168.10.60,138,138
Jan 29,03:31:24,192.168.17.11,10.97.14.21,137,137
Jan 29,03:31:25,192.168.17.11,10.97.14.21,137,137
Jan 29,03:31:27,192.168.17.11,10.97.14.21,137,137
Jan 29,03:31:27,78.53.64.123,216.58.112.55,35053,40686
Jan 29,03:31:27,78.53.64.123,216.58.112.55,35053,40686
Jan 29,03:31:28,78.53.64.123,216.58.112.55,35053,40686
Jan 29,03:32:19,59.92.12.144,216.58.112.55,1116,25
Jan 29,03:33:08,218.64.222.170,216.58.112.55,1254,1434
Jan 29,03:33:25,192.168.17.24,192.168.9.51,138,138
Jan 29,03:33:25,192.168.17.24,192.168.10.60,138,138
Jan 29,03:33:25,192.168.17.24,192.168.9.51,138,138
Jan 29,03:33:25,192.168.17.24,192.168.10.60,138,138
Jan 29,03:34:42,67.82.213.195,216.58.112.55,21984,40686
Jan 29,03:34:43,24.174.141.170,216.58.112.55,41573,40686
Jan 29,03:34:43,86.150.137.160,216.58.112.55,13648,40686
Jan 29,03:34:43,203.173.191.14,216.58.112.55,35461,40686
Jan 29,03:34:43,72.74.229.181,216.58.112.55,50521,40686
Jan 29,03:35:51,24.64.247.73,216.58.112.55,14153,1026
Jan 29,03:35:51,24.64.247.73,216.58.112.55,14153,1027
Jan 29,03:35:51,24.64.247.73,216.58.112.55,14153,1028
Jan 29,03:36:20,192.168.17.24,192.168.9.51,138,138
Jan 29,03:36:20,192.168.17.24,192.168.10.60,138,138
Jan 29,03:36:20,192.168.17.24,192.168.9.51,138,138
Jan 29,03:36:20,192.168.17.24,192.168.10.60,138,138
Jan 29,03:36:37,192.168.17.11,10.97.14.25,123,123
Jan 29,03:37:58,117.44.26.76,216.58.112.55,57128,25
Jan 29,03:39:21,192.168.17.24,192.168.9.51,138,138
Jan 29,03:39:21,192.168.17.24,192.168.10.60,138,138
Jan 29,03:39:21,192.168.17.24,192.168.9.51,138,138
Jan 29,03:39:21,192.168.17.24,192.168.10.60,138,138
Jan 29,03:40:00,24.64.148.157,216.58.112.55,23318,1026
Jan 29,03:40:00,24.64.148.157,216.58.112.55,23318,1027
Jan 29,03:40:00,24.64.148.157,216.58.112.55,23318,1028
Jan 29,03:42:29,24.64.107.78,216.58.112.55,29946,1026
Jan 29,03:42:29,24.64.107.78,216.58.112.55,29946,1027
Jan 29,03:42:29,24.64.107.78,216.58.112.55,29946,1028
Jan 29,03:42:30,192.168.17.24,192.168.9.51,138,138
Jan 29,03:42:30,192.168.17.24,192.168.10.60,138,138
Jan 29,03:42:30,192.168.17.24,192.168.9.51,138,138
Jan 29,03:42:30,192.168.17.24,192.168.10.60,138,138
Jan 29,03:43:24,113.240.254.136,216.58.112.55,31105,1026
Jan 29,03:45:05,75.117.31.43,216.58.112.55,61308,40686
Jan 29,03:45:05,72.129.201.114,216.58.112.55,59557,40686
Jan 29,03:45:05,64.56.143.6,216.58.112.55,2082,40686
Jan 29,03:45:05,59.100.237.219,216.58.112.55,4149,40686
Jan 29,03:45:07,78.64.94.63,216.58.112.55,31105,1026
Jan 29,03:45:34,192.168.17.24,192.168.9.51,138,138
Jan 29,03:45:34,192.168.17.24,192.168.10.60,138,138
Jan 29,03:45:34,192.168.17.24,192.168.9.51,138,138
Jan 29,03:45:34,192.168.17.24,192.168.10.60,138,138
Jan 29,03:45:36,82.138.46.68,216.58.112.55,63187,25
Jan 29,03:47:36,136.1.7.55,216.58.112.55,1676,1434
Jan 29,03:48:34,192.168.17.24,192.168.9.51,138,138
Jan 29,03:48:34,192.168.17.24,192.168.10.60,138,138
Jan 29,03:48:34,192.168.17.24,192.168.9.51,138,138
Jan 29,03:48:34,192.168.17.24,192.168.10.60,138,138
Jan 29,03:49:17,221.221.82.35,216.58.112.55,1763,25
Jan 29,03:51:29,192.168.17.24,192.168.9.51,138,138
Jan 29,03:51:29,192.168.17.24,192.168.10.60,138,138
Jan 29,03:51:29,192.168.17.24,192.168.9.51,138,138
Jan 29,03:51:29,192.168.17.24,192.168.10.60,138,138
Jan 29,03:52:14,218.31.79.208,216.58.112.55,6000,135
Jan 29,03:52:44,218.10.137.142,216.58.112.55,57677,1026
Jan 29,03:52:44,218.10.137.142,216.58.112.55,57677,1027
Jan 29,03:52:44,218.10.137.142,216.58.112.55,57678,1027
Jan 29,03:53:43,192.168.17.11,10.97.14.25,123,123
Jan 29,03:53:49,189.27.241.16,216.58.112.55,51322,25
Jan 29,03:54:28,192.168.17.24,192.168.9.51,138,138
Jan 29,03:54:28,192.168.17.24,192.168.10.60,138,138
Jan 29,03:54:28,192.168.17.24,192.168.9.51,138,138
Jan 29,03:54:28,192.168.17.24,192.168.10.60,138,138
Jan 29,03:55:45,24.64.247.242,216.58.112.55,27192,1026
Jan 29,03:55:45,24.64.247.242,216.58.112.55,27192,1027
Jan 29,03:55:45,24.64.247.242,216.58.112.55,27192,1028
Jan 29,03:56:11,5.106.75.222,216.58.112.55,31105,1026
Jan 29,03:57:17,33.70.134.133,216.58.112.55,31105,1026
Jan 29,03:57:38,192.168.17.24,192.168.9.51,138,138
Jan 29,03:57:38,192.168.17.24,192.168.10.60,138,138
Jan 29,03:57:38,192.168.17.24,192.168.9.51,138,138
Jan 29,03:57:38,192.168.17.24,192.168.10.60,138,138
Jan 29,03:58:40,37.50.202.98,216.58.112.55,31105,1026
Jan 29,03:59:04,71.125.48.80,216.58.112.55,3791,25
Jan 29,03:59:29,220.246.61.225,216.58.112.55,2803,5900
Jan 29,04:00:04,124.191.75.98,216.58.112.55,1384,25
Jan 29,04:00:26,67.15.135.138,216.58.112.55,80,59435
Jan 29,04:00:28,192.168.17.24,192.168.9.51,138,138
Jan 29,04:00:28,192.168.17.24,192.168.10.60,138,138
Jan 29,04:00:28,192.168.17.24,192.168.9.51,138,138
Jan 29,04:00:28,192.168.17.24,192.168.10.60,138,138
Jan 29,04:00:56,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:00:57,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:00:58,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:00:59,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:01:00,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:01:16,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:03:38,192.168.17.24,192.168.9.51,138,138
Jan 29,04:03:38,192.168.17.24,192.168.10.60,138,138
Jan 29,04:03:38,192.168.17.24,192.168.9.51,138,138
Jan 29,04:03:38,192.168.17.24,192.168.10.60,138,138
Jan 29,04:04:08,86.137.159.215,216.58.112.55,34114,25
Jan 29,04:04:42,69.115.209.62,216.58.112.55,18019,40686
Jan 29,04:04:42,71.14.121.15,216.58.112.55,17145,40686
Jan 29,04:04:42,68.12.143.82,216.58.112.55,23960,40686
Jan 29,04:04:42,72.74.229.181,216.58.112.55,50521,40686
Jan 29,04:04:42,24.67.56.239,216.58.112.55,43311,40686
Jan 29,04:05:26,96.2.73.153,216.58.112.55,3295,25
Jan 29,04:06:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:06:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:06:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:06:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:09:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:09:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:09:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:09:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:10:13,84.58.185.23,216.58.112.55,33634,40686
Jan 29,04:10:50,192.168.17.11,10.97.14.25,123,123
Jan 29,04:11:18,170.151.147.175,216.58.112.55,31105,1026
Jan 29,04:12:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:12:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:12:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:12:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:12:42,62.221.44.151,216.58.112.55,3925,25
Jan 29,04:13:35,66.11.164.174,216.58.112.55,54475,25
Jan 29,04:15:04,74.75.29.197,216.58.112.55,60863,40686
Jan 29,04:15:05,75.164.140.156,216.58.112.55,2209,40686
Jan 29,04:15:05,66.191.18.21,216.58.112.55,65397,40686
Jan 29,04:15:07,74.75.29.197,216.58.112.55,60863,40686
Jan 29,04:15:08,75.164.140.156,216.58.112.55,2209,40686
Jan 29,04:15:30,68.81.84.44,216.58.112.55,62410,40686
Jan 29,04:15:45,99.245.91.141,216.58.112.55,61381,40686
Jan 29,04:15:52,192.168.17.24,192.168.9.51,138,138
Jan 29,04:15:52,192.168.17.24,192.168.10.60,138,138
Jan 29,04:15:52,192.168.17.24,192.168.9.51,138,138
Jan 29,04:15:52,192.168.17.24,192.168.10.60,138,138
Jan 29,04:16:09,88.241.227.226,216.58.112.55,50754,25
Jan 29,04:17:19,24.64.99.251,216.58.112.55,18449,1026
Jan 29,04:17:19,24.64.99.251,216.58.112.55,18449,1027
Jan 29,04:17:19,24.64.99.251,216.58.112.55,18449,1028
Jan 29,04:17:26,192.168.17.113,207.68.178.56,2646,80
Jan 29,04:17:28,192.168.17.113,207.68.178.56,2646,80
Jan 29,04:17:33,192.168.17.113,207.68.178.56,2646,80
Jan 29,04:17:43,192.168.17.113,207.68.178.56,2646,80
Jan 29,04:18:03,192.168.17.113,207.68.178.56,2646,80
Jan 29,04:18:10,24.64.203.111,216.58.112.55,3585,1026
Jan 29,04:18:10,24.64.203.111,216.58.112.55,3585,1027
Jan 29,04:18:10,24.64.203.111,216.58.112.55,3585,1028
Jan 29,04:18:26,85.104.40.125,216.58.112.55,1307,25
Jan 29,04:18:43,192.168.17.113,207.68.178.56,2646,80
Jan 29,04:18:51,192.168.17.24,192.168.9.51,138,138
Jan 29,04:18:51,192.168.17.24,192.168.10.60,138,138
Jan 29,04:18:51,192.168.17.24,192.168.9.51,138,138
Jan 29,04:18:51,192.168.17.24,192.168.10.60,138,138
Jan 29,04:19:26,66.11.164.174,216.58.112.55,55776,25
Jan 29,04:20:36,207.8.198.31,216.58.112.55,23771,25
Jan 29,04:21:14,83.11.117.100,216.58.112.55,6346,40686
Jan 29,04:21:46,192.168.17.24,192.168.9.51,138,138
Jan 29,04:21:46,192.168.17.24,192.168.10.60,138,138
Jan 29,04:21:46,192.168.17.24,192.168.9.51,138,138
Jan 29,04:21:46,192.168.17.24,192.168.10.60,138,138
Jan 29,04:23:05,207.68.178.56,216.58.112.55,80,2682
Jan 29,04:24:16,161.85.118.220,216.58.112.55,31105,1026
Jan 29,04:24:30,88.246.139.1,216.58.112.55,3940,25
Jan 29,04:24:33,86.55.160.170,216.58.112.55,3309,25
Jan 29,04:24:47,192.168.17.24,192.168.9.51,138,138
Jan 29,04:24:47,192.168.17.24,192.168.10.60,138,138
Jan 29,04:24:47,192.168.17.24,192.168.9.51,138,138
Jan 29,04:24:47,192.168.17.24,192.168.10.60,138,138
Jan 29,04:25:49,92.83.127.213,216.58.112.55,65146,25
Jan 29,04:27:04,222.130.211.51,216.58.112.55,49029,25
Jan 29,04:27:55,192.168.17.11,10.97.14.25,123,123
Jan 29,04:28:05,192.168.17.24,192.168.9.51,138,138
Jan 29,04:28:05,192.168.17.24,192.168.10.60,138,138
Jan 29,04:28:05,192.168.17.24,192.168.9.51,138,138
Jan 29,04:28:05,192.168.17.24,192.168.10.60,138,138
Jan 29,04:29:34,67.113.111.177,216.58.112.55,25,25027
Jan 29,04:31:04,192.168.17.24,192.168.9.51,138,138
Jan 29,04:31:04,192.168.17.24,192.168.10.60,138,138
Jan 29,04:31:04,192.168.17.24,192.168.9.51,138,138
Jan 29,04:31:04,192.168.17.24,192.168.10.60,138,138
Jan 29,04:33:31,68.188.196.186,216.58.112.55,31105,1026
Jan 29,04:34:00,192.168.17.24,192.168.9.51,138,138
Jan 29,04:34:00,192.168.17.24,192.168.10.60,138,138
Jan 29,04:34:00,192.168.17.24,192.168.9.51,138,138
Jan 29,04:34:00,192.168.17.24,192.168.10.60,138,138
Jan 29,04:34:42,68.12.143.82,216.58.112.55,23960,40686
Jan 29,04:34:43,71.206.130.118,216.58.112.55,24439,40686
Jan 29,04:34:43,76.17.177.237,216.58.112.55,4226,40686
Jan 29,04:34:43,24.166.109.127,216.58.112.55,39765,40686
Jan 29,04:34:43,24.165.92.109,216.58.112.55,9541,40686
Jan 29,04:35:31,71.206.130.118,216.58.112.55,3134,40686
Jan 29,04:35:43,71.206.130.118,216.58.112.55,3135,40686
Jan 29,04:36:33,216.173.13.226,216.58.112.55,3504,139
Jan 29,04:36:36,216.173.13.226,216.58.112.55,3504,139
Jan 29,04:37:00,192.168.17.24,192.168.9.51,138,138
Jan 29,04:37:00,192.168.17.24,192.168.10.60,138,138
Jan 29,04:37:00,192.168.17.24,192.168.9.51,138,138
Jan 29,04:37:00,192.168.17.24,192.168.10.60,138,138
Jan 29,04:40:19,192.168.17.24,192.168.9.51,138,138
Jan 29,04:40:19,192.168.17.24,192.168.10.60,138,138
Jan 29,04:40:19,192.168.17.24,192.168.9.51,138,138
Jan 29,04:40:19,192.168.17.24,192.168.10.60,138,138
Jan 29,04:43:11,193.22.88.152,216.58.112.55,3766,25
Jan 29,04:43:15,216.198.251.162,216.58.112.55,54455,113
Jan 29,04:43:19,192.168.17.24,192.168.9.51,138,138
Jan 29,04:43:19,192.168.17.24,192.168.10.60,138,138
Jan 29,04:43:19,192.168.17.24,192.168.9.51,138,138
Jan 29,04:43:19,192.168.17.24,192.168.10.60,138,138
Jan 29,04:44:57,195.205.8.254,216.58.112.55,6346,40686
Jan 29,04:44:58,195.205.8.254,216.58.112.55,6346,40686
Jan 29,04:44:59,195.205.8.254,216.58.112.55,6346,40686
Jan 29,04:45:00,195.205.8.254,216.58.112.55,6346,40686
Jan 29,04:45:00,192.168.17.11,10.97.14.25,123,123
Jan 29,04:45:01,195.205.8.254,216.58.112.55,6346,40686
Jan 29,04:45:51,61.247.239.28,216.58.112.55,24496,25
Jan 29,04:45:58,203.130.2.3,216.58.112.55,42883,113
Jan 29,04:46:14,192.168.17.24,192.168.9.51,138,138
Jan 29,04:46:14,192.168.17.24,192.168.10.60,138,138
Jan 29,04:46:14,192.168.17.24,192.168.9.51,138,138
Jan 29,04:46:14,192.168.17.24,192.168.10.60,138,138
Jan 29,04:46:34,67.15.135.138,216.58.112.55,80,22091
Jan 29,04:47:37,67.15.135.138,216.58.112.55,80,22091
Jan 29,04:48:18,125.65.244.45,216.58.112.55,80,22091
Jan 29,04:48:25,24.64.123.100,216.58.112.55,30696,1026
Jan 29,04:48:25,24.64.123.100,216.58.112.55,30696,1027
Jan 29,04:48:25,24.64.123.100,216.58.112.55,30696,1028
Jan 29,04:49:14,192.168.17.24,192.168.9.51,138,138
Jan 29,04:49:14,192.168.17.24,192.168.10.60,138,138
Jan 29,04:49:14,192.168.17.24,192.168.9.51,138,138
Jan 29,04:49:14,192.168.17.24,192.168.10.60,138,138
Jan 29,04:49:47,24.64.117.21,216.58.112.55,25748,1026
Jan 29,04:49:47,24.64.117.21,216.58.112.55,25748,1027
Jan 29,04:49:47,24.64.117.21,216.58.112.55,25748,1028
Jan 29,04:50:17,99.163.34.225,216.58.112.55,6346,2699
Jan 29,04:50:51,67.15.135.138,216.58.112.55,80,22091
Jan 29,04:51:58,195.135.221.135,216.58.112.55,26644,25
Jan 29,04:52:11,210.185.160.111,216.58.112.55,1101,25
Jan 29,04:52:33,192.168.17.24,192.168.9.51,138,138
Jan 29,04:52:33,192.168.17.24,192.168.10.60,138,138
Jan 29,04:52:33,192.168.17.24,192.168.9.51,138,138
Jan 29,04:52:33,192.168.17.24,192.168.10.60,138,138
Jan 29,04:52:38,203.130.2.3,216.58.112.55,47499,113
Jan 29,04:53:08,24.64.228.211,216.58.112.55,13933,1026
Jan 29,04:53:08,24.64.228.211,216.58.112.55,13933,1027
Jan 29,04:53:08,24.64.228.211,216.58.112.55,13933,1028
Jan 29,04:54:13,92.113.205.165,216.58.112.55,2380,25
Jan 29,04:54:48,56.126.223.189,216.58.112.55,31105,1026
Jan 29,04:55:33,192.168.17.24,192.168.9.51,138,138
Jan 29,04:55:33,192.168.17.24,192.168.10.60,138,138
Jan 29,04:55:33,192.168.17.24,192.168.9.51,138,138
Jan 29,04:55:33,192.168.17.24,192.168.10.60,138,138
Jan 29,04:55:34,91.120.54.156,216.58.112.55,3433,25
Jan 29,04:55:43,85.98.186.43,216.58.112.55,4539,25
Jan 29,04:55:46,207.58.147.92,216.58.112.55,36414,113
Jan 29,04:56:24,208.64.200.32,216.58.112.55,59141,113
Jan 29,04:56:25,96.234.177.228,216.58.112.55,2112,25
Jan 29,04:56:27,66.230.200.240,216.58.112.55,48248,113
Jan 29,04:56:28,87.223.189.238,216.58.112.55,1495,25
Jan 29,04:58:29,192.168.17.24,192.168.9.51,138,138
Jan 29,04:58:29,192.168.17.24,192.168.10.60,138,138
Jan 29,04:58:29,192.168.17.24,192.168.9.51,138,138
